"id","name","ruleType","phoneNumber","labelId","priority","action","isEnabled","pattern","avatar","isSubscribed","count"
"优酷","phone_rule","4008100580","entertainment","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/优酷.png","1","0"
"喜马拉雅","phone_rule","4008385616","entertainment","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/喜马拉雅.png","1","0"
"小宇宙","phone_rule","057488382026","entertainment","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/小宇宙.png","1","0"
"抖音","phone_rule","95152","entertainment","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/抖音.png","1","0"
"爱奇艺","phone_rule","4009237171","entertainment","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/爱奇艺.png","1","0"
"网易云音乐","phone_rule","057189853546","entertainment","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/网易云音乐.png","1","0"
"腾讯视频","phone_rule","075583765566","entertainment","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/腾讯视频.png","1","0"
"芒果TV","phone_rule","4009770707","entertainment","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/芒果TV.png","1","0"
