"phoneNumber","label","name","avatar","autoUpdate","count","url"
"4008100580","影音娱乐","优酷","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/优酷.png","1","",""
"4008385616","影音娱乐","喜马拉雅","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/喜马拉雅.png","1","",""
"057488382026","影音娱乐","小宇宙","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/小宇宙.png","1","",""
"95152","影音娱乐","抖音","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/抖音.png","1","",""
"4009237171","影音娱乐","爱奇艺","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/爱奇艺.png","1","",""
"057189853546","影音娱乐","网易云音乐","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/网易云音乐.png","1","",""
"075583765566","影音娱乐","腾讯视频","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/腾讯视频.png","1","",""
"4009770707","影音娱乐","芒果TV","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/影音娱乐/芒果TV.png","1","",""
