"phoneNumber","label","name","avatar","autoUpdate","count","url"
"4000228636","本地生活","享库生活","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/本地生活/享库生活.png","1","",""
"10100011","本地生活","大众点评","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/本地生活/大众点评.png","1","",""
"02162980000","本地生活","大众点评","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/本地生活/大众点评.png","1","",""
"8008205527","本地生活","大众点评","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/本地生活/大众点评.png","1","",""
"10107888","本地生活","美团","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/本地生活/美团.png","1","",""
